AY,SEM,Course Code,course Name,Program,Year
2021-22,1,ES1004,LINEAR ALGEBRA,DESH-DESH,FY
2021-22,2,ES1004,LINEAR ALGEBRA,DESH-DESH,FY
2022-23,2,ES1004,LINEAR ALGEBRA,DESH-DESH,FY
2021-22,1,ES1001,CALCULUS,DESH-DESH,FY
2021-22,2,ES1001,CALCULUS,DESH-DESH,FY
2023-24,1,ES1001,CALCULUS,DESH-DESH,FY
2021-22,1,CS1001,C PROGRAMMING,DESH-DESH,FY
2021-22,1,CS1002,PYTHON,DESH-DESH,FY
2021-22,2,CS1002,PYTHON,DESH-DESH,FY
2021-22,1,ES1002,APPLIED SCIENCE,DESH-DESH,FY
2021-22,2,ES1002,APPLIED SCIENCE,DESH-DESH,FY
2021-22,1,ES1003,ELECTRICAL ENGINEERING,DESH-DESH,FY
2021-22,2,ES1003,ELECTRICAL ENGINEERING,DESH-DESH,FY
2021-22,1,HS1003,FRENCH,DESH-DESH,FY
2021-22,1,HS1004,JAPNESE,DESH-DESH,FY
2021-22,2,HS1004,JAPNESE,DESH-DESH,FY
2021-22,1,ES1009,ENGINEERING DESIGN & DEVELOPMENT 1,DESH-DESH,FY
2021-22,2,ES1009,ENGINEERING DESIGN & DEVELOPMENT 1,DESH-DESH,FY
2021-22,1,ES1011,PROFESSIONAL DEVELOPMENT-1,DESH-DESH,FY
2021-22,1,ES1005,ENGINEERING MECHANICS,DESH-DESH,FY
2021-22,2,ES1005,ENGINEERING MECHANICS,DESH-DESH,FY
2021-22,1,ES1007,APPLIED PHYSICS,DESH-DESH,FY
2021-22,2,ES1007,APPLIED PHYSICS,DESH-DESH,FY
2021-22,1,HS1001,BEHAVIORAL SCIENCES,DESH-DESH,FY
2021-22,1,HS1002,SOFT SKILLS,DESH-DESH,FY
2021-22,2,HS1002,SOFT SKILLS,DESH-DESH,FY
2021-22,1,ES1008,ENGINEERING DRAWING,DESH-DESH,FY
2021-22,2,ES1008,ENGINEERING DRAWING,DESH-DESH,FY
2021-22,1,ES1010,ENGINEERING DESIGN & DEVELOPMENT-2,DESH-DESH,FY
2021-22,2,HS1010,CHESS,DESH-DESH,FY
2021-22,1,HS1012,FLUTE,DESH-DESH,FY
2021-22,2,HS1012,FLUTE,DESH-DESH,FY
2021-22,1,HS1014,PHOTOGRAPHY,DESH-DESH,FY
2021-22,1,HS1025,TREKKING,DESH-DESH,FY
2021-22,2,HS1025,TREKKING,DESH-DESH,FY
2021-22,1,ES1012,HARDWARE & SOFTWARE WORKSHOP ,DESH-DESH,FY
2021-22,2,ES1012,HARDWARE & SOFTWARE WORKSHOP ,DESH-DESH,FY
2021-22,1,ES1013,MACHINING WORKSHOP ,DESH-DESH,FY
2022-23,1,HS1027,INDUCTION TRAINING,DESH-DESH,FY
2023-24,1,HS1027,INDUCTION TRAINING,DESH-DESH,FY
2021-22,1,ES1014,ENVIRONMENTAL SCIENCE,DESH-DESH,FY
2021-22,2,ES1014,ENVIRONMENTAL SCIENCE,DESH-DESH,FY
2022-23,1,ES1014,ENVIRONMENTAL SCIENCE,DESH-DESH,FY
2023-24,1,ES1014,ENVIRONMENTAL SCIENCE,DESH-DESH,FY
2021-22,1,IT9001,NETWORK AND INFORMATION SECURITY ,Master of Computer Application-(MCA),TY
2021-22,2,IT9001,NETWORK AND INFORMATION SECURITY ,Master of Computer Application-(MCA),TY
2021-22,1,IT9004,INTERNET OF THINGS ,Master of Computer Application-(MCA),TY
2021-22,2,IT9004,INTERNET OF THINGS ,Master of Computer Application-(MCA),TY
2021-22,1,IT9005,MOBILE APPLICATION DEVELOPMENT ,Master of Computer Application-(MCA),TY
2021-22,2,IT9005,MOBILE APPLICATION DEVELOPMENT ,Master of Computer Application-(MCA),TY
2023-24,2,CH3061,MECHANICAL OPERATIONS,BTech-Chemical Engineering,TY
2021-22,1,CH3061,MECHANICAL OPERATIONS,BTech-Chemical Engineering,BTech
2021-22,1,CH3067,CHEMICAL REACTION KINETICS,BTech-Chemical Engineering,BTech
2022-23,2,EL3003,DATA COMPRESSION,BTech-Electronics Engineering,TY
2021-22,1,EL3003,DATA COMPRESSION,BTech-Electronics Engineering,TY
2022-23,2,EL3004,POWER ELECTRONICS ,BTech-Electronics Engineering,TY
2021-22,1,EL3004,POWER ELECTRONICS ,BTech-Electronics Engineering,TY
2022-23,2,EL3007,DIGITAL INTEGRATED CIRCUIT DESIGN,BTech-Electronics Engineering,TY
2021-22,1,EL3007,DIGITAL INTEGRATED CIRCUIT DESIGN,BTech-Electronics Engineering,TY
2022-23,2,EL3011,ARTIFICIAL INTELLIGENCE ,BTech-Electronics Engineering,TY
2021-22,1,EL3011,ARTIFICIAL INTELLIGENCE ,BTech-Electronics Engineering,TY
2022-23,Summer,CS3024,OPERATING SYSTEMS,BTech-Computer Engineering,TY
2021-22,2,CS3003,MICROPROCESSOR & MICROCONTROLLERS,BTech-Computer Engineering,TY
2021-22,2,CS3016,SYSTEM PROGRAMMING,BTech-Computer Engineering,TY
2021-22,1,CS3023,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,BTech
2021-22,2,CS3023,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,TY
2022-23,Summer,CS3023,DATABASE MANAGEMENT SYSTEMS,BTech-Computer Engineering,TY
2022-23,Summer,CS3010,DISTRIBUTED ALGORITHMS,BTech-Computer Engineering,TY
2021-22,1,CH2001,FLUID FLOW OPERATIONS,BTech-Chemical Engineering,SY
2021-22,1,CH2003,PROCESS CALCULATIONS,BTech-Chemical Engineering,SY
2021-22,2,CH2003,PROCESS CALCULATIONS,BTech-Chemical Engineering,SY
2022-23,Summer,CH2003,PROCESS CALCULATIONS,BTech-Chemical Engineering,SY
2021-22,1,CH2005,CHEMICAL ENGINEERING THERMODYNAMICS,BTech-Chemical Engineering,SY
2022-23,2,CH2005,CHEMICAL ENGINEERING THERMODYNAMICS,BTech-Chemical Engineering,SY
2021-22,1,EL2007, NETWORK THEORY,BTech-Electronics Engineering,BTech
2021-22,Summer,ME2051,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,1,ME2051,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,2,ME2051,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,1,ME2051,FLUID MECHANICS,BTech-Mechanical Engineering,BTech
2022-23,2,ME2051,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,1,EL2008,SIGNALS AND SYSTEMS ,BTech-Electronics Engineering,BTech
2021-22,1,CH2009,DIFFERENTIAL EQUATIONS,BTech-Chemical Engineering,SY
2021-22,2,CH2009,DIFFERENTIAL EQUATIONS,BTech-Chemical Engineering,SY
2021-22,1,EL2009,DIGITAL ELECTRONICS,BTech-Electronics Engineering,BTech
2021-22,1,ME2055,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,SY
2021-22,2,ME2055,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,SY
2021-22,1,ME2055,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,BTech
2021-22,Summer,ME2055,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,SY
2022-23,2,ME2055,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,SY
2021-22,1,EL2010,PROBABILITY AND STATISTICS ,BTech-Electronics Engineering,BTech
2021-22,1,IE2001,THEORY OF MACHINES,BTech-Industrial Engineering,SY
2021-22,2,IE2001,THEORY OF MACHINES,BTech-Industrial Engineering,SY
2023-24,2,IE2001,THEORY OF MACHINES,BTech-Industrial Engineering,SY
2021-22,1,ME2057,APPLIED THERMODYNAMICS,BTech-Mechanical Engineering,BTech
2021-22,2,ME2057,APPLIED THERMODYNAMICS,BTech-Mechanical Engineering,BTech
2021-22,Summer,ME2057,APPLIED THERMODYNAMICS,BTech-Mechanical Engineering,SY
2022-23,2,ME2057,APPLIED THERMODYNAMICS,BTech-Mechanical Engineering,SY
2023-24,2,ME2057,APPLIED THERMODYNAMICS,BTech-Mechanical Engineering,SY
2021-22,1,IE2002,MACHINE TOOLS & PROCESSES,BTech-Industrial Engineering,SY
2021-22,2,IE2002,MACHINE TOOLS & PROCESSES,BTech-Industrial Engineering,SY
2023-24,2,IE2002,MACHINE TOOLS & PROCESSES,BTech-Industrial Engineering,SY
2021-22,1,IE2003,METROLOGY & MECHANICAL MEASUREMENTS,BTech-Industrial Engineering,SY
2021-22,2,IE2003,METROLOGY & MECHANICAL MEASUREMENTS,BTech-Industrial Engineering,SY
2022-23,1,IE2003,METROLOGY & MECHANICAL MEASUREMENTS,BTech-Industrial Engineering,SY
2024-25,1,IE2003,METROLOGY & MECHANICAL MEASUREMENTS,BTech-Industrial Engineering,SY
2021-22,2,ME2053,MATERIAL SCIENCE,BTech-Mechanical Engineering,SY
2021-22,1,IE2004,MECHANICS OF MATERIALS,BTech-Industrial Engineering,SY
2021-22,2,IE2004,MECHANICS OF MATERIALS,BTech-Industrial Engineering,SY
2022-23,1,IE2004,MECHANICS OF MATERIALS,BTech-Industrial Engineering,SY
2022-23,2,IE2004,MECHANICS OF MATERIALS,BTech-Industrial Engineering,SY
2023-24,2,IE2004,MECHANICS OF MATERIALS,BTech-Industrial Engineering,SY
2021-22,2,ME2054,MANUFACTURING PROCESSES,BTech-Mechanical Engineering,SY
2021-22,1,IE2005,MATHEMATICS FOR ENGINEERING APPLICATIONS-I,BTech-Industrial Engineering,SY
2021-22,Summer,CS2001,DATA STRUCTURES,BTech-Computer Engineering,SY
2021-22,1,CS2003,AUTOMATA THEORY,BTech-Computer Engineering,BTech
2021-22,Summer,CS2005,DISCRETE MATHEMATICS,BTech-Computer Engineering,SY
2021-22,1,CS2005,DISCRETE MATHEMATICS,BTech-Computer Engineering,SY
2021-22,2,CS2005,DISCRETE MATHEMATICS,BTech-Computer Engineering,SY
2021-22,1,EL2001,ANALOG ELECTRONICS,BTech-Electronics Engineering,BTech
2021-22,1,EL2002,CONTROL SYSTEMS ,BTech-Electronics Engineering,BTech
2021-22,1,EL2003,ELECTRONICS COMMUNICATION,BTech-Electronics Engineering,BTech
2021-22,1,EL2004,DATA STRUCTURES & ALGORITHMS,BTech-Electronics Engineering,BTech
2021-22,1,EL2005,DISCRETE STRUCTURE AND GRAPH THEORY,BTech-Electronics Engineering,BTech
2021-22,1,IC2003,SIGNAL PROCESSING,BTech-Instrumentation and Control Engineering,SY
2021-22,2,IC2003,SIGNAL PROCESSING,BTech-Instrumentation and Control Engineering,SY
2021-22,1,IC2007,DATA STRUCTURES,BTech-Instrumentation and Control Engineering,SY
2023-24,1,IT2004,AUTOMATA THEORY ,BTech-Information Technology,SY
2023-24,2,IT2004,AUTOMATA THEORY ,BTech-Information Technology,SY
2024-25,1,IT2004,AUTOMATA THEORY ,BTech-Information Technology,SY
2022-23,2,EL4006,CMOS MIXED SIGNAL DESIGN,BTech-Electronics Engineering,BTech
2021-22,2,EL4006,CMOS MIXED SIGNAL DESIGN,BTech-Electronics Engineering,BTech
2021-22,1,CS4021,COMPILER DESIGN,BTech-Computer Engineering,BTech
2021-22,1,CS4001,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2021-22,1,CS4018,DATA SCIENCE,BTech-Computer Engineering,BTech
2021-22,1,CS4019,MACHINE LEARNING,BTech-Computer Engineering,BTech
2021-22,2,IC4003,DIGITAL CONTROL,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,CS4020,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,BTech
2021-22,1,CS20301,DATA STRUCTURES,BTech-Information Technology,BTech
2021-22,1,CS30306,DATABASE MANAGEMENT SYSTEMS,BTech-Information Technology,BTech
2021-22,1,CS30309,WEB TECHNOLOGIES,BTech-Information Technology,BTech
2021-22,1,CS37302,PROJECT STAGE I,BTech-Information Technology,BTech
2023-24,2,EL4071,MAJOR PROJECT 1,BTech-Electronics Engineering,BTech
2021-22,1,CS33303,ADVANCED JAVA,BTech-Information Technology,BTech
2021-22,1,EC20302,ANALOG COMMUNICATION,BTech-Electronics Engineering,TY
2022-23,1,EC20302,ANALOG COMMUNICATION,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC27401,MINI PROJECT,BTech-Electronics Engineering,TY
2022-23,Summer,EC27401,MINI PROJECT,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC30302,SIGNAL PROCESSING AND COMMUNICATION LAB,BTech-Electronics Engineering,BTech
2021-22,1,EC33308,LATEX,BTech-Electronics Engineering,BTech
2021-22,2,EC37301,SEMINAR,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,EC37301,SEMINAR,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,IC4011,INDUSTRY INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,HS10306,ENGINEERING LAB,BTech-Information Technology,BTech
2021-22,2,HS20307,GENERAL SEMINAR - II,BTech-Chemical Engineering,SY
2021-22,1,HS20307,GENERAL SEMINAR - II,BTech-Information Technology,BTech
2021-22,1,ME30307,HEAT TRANSFER,BTech-Information Technology,BTech
2022-23,1,ME312PS,MINI PROJECT,BTech-Mechanical Engineering,TY
2021-22,1,ME31305,METROLOGY AND MEASUREMENT TECHNIQUES,BTech-Information Technology,BTech
2021-22,1,ME37301,SEMINAR,BTech-Information Technology,BTech
2021-22,1,CH30103,MECHANICAL OPERATIONS,BTech-Chemical Engineering,BTech
2021-22,1,CH30104,CHEMICAL REACTION KINETICS,BTech-Chemical Engineering,BTech
2021-22,1,CH10101,CHEMISTRY,BTech-Information Technology,BTech
2021-22,1,CH30105,MASS TRANSFER OPERATIONS,BTech-Chemical Engineering,BTech
2021-22,1,CH30106,CHEMICAL TECHNOLOGY,BTech-Chemical Engineering,BTech
2021-22,1,CH30108,SEPARATION TECHNIQUES,BTech-Chemical Engineering,BTech
2021-22,1,CH40101,CHEMICAL REACTION ENGINEERING,BTech-Chemical Engineering,BTech
2021-22,2,CS10102,COMPUTER PROGRAMMING,BTech-Chemical Engineering,SY
2021-22,1,CS10102,COMPUTER PROGRAMMING,BTech-Information Technology,BTech
2021-22,1,CS20103,APPLIED PROBABILITY AND STATISTICS,BTech-Information Technology,BTech
2021-22,1,CS21104,MATHEMATICAL TRANSFORMS AND APPLICATIONS,BTech-Information Technology,BTech
2021-22,1,CS30105,THEORY OF COMPUTATION,BTech-Information Technology,BTech
2021-22,1,CS26101,APPLIED ELECTRONICS,BTech-Information Technology,BTech
2021-22,1,CS30109,WEB TECHNOLOGIES,BTech-Information Technology,BTech
2023-24,1,CS306THP,OPERATING SYSTEM,BTech-Computer Engineering,TY
2021-22,1,CS309THL,COMPUTER NETWORK,BTech-Computer Engineering,BTech
2023-24,1,CS309THL,COMPUTER NETWORK,BTech-Computer Engineering,TY
2021-22,1,CS312THP,ADVANCED DATA STRUCTURES,BTech-Computer Engineering,BTech
2023-24,1,CS312THP,ADVANCED DATA STRUCTURES,BTech-Computer Engineering,TY
2021-22,1,CS314TH,THEORY OF COMPUTATION,BTech-Computer Engineering,BTech
2023-24,1,CS314TH,THEORY OF COMPUTATION,BTech-Computer Engineering,TY
2021-22,1,CS42105,MOBILE COMPUTING,BTech-Information Technology,BTech
2021-22,1,CS42119,INFORMATION RETRIEVAL,BTech-Information Technology,BTech
2021-22,1,EC20101,SEMICONDUCTOR DEVICES AND CIRCUITS,BTech-Electronics Engineering,TY
2022-23,1,EC20101,SEMICONDUCTOR DEVICES AND CIRCUITS,BTech-Electronics and Telecommunication Engg,SY
2022-23,2,EC20101,SEMICONDUCTOR DEVICES AND CIRCUITS,BTech-Electronics and Telecommunication Engg,SY
2021-22,2,EC20103,LINEAR ALGEBRA AND STATISTICS,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC20103,LINEAR ALGEBRA AND STATISTICS,BTech-Electronics Engineering,BTech
2021-22,1,EC20103,LINEAR ALGEBRA AND STATISTICS,BTech-Electronics Engineering,TY
2022-23,1,EC20103,LINEAR ALGEBRA AND STATISTICS,BTech-Electronics and Telecommunication Engg,SY
2022-23,2,EC20103,LINEAR ALGEBRA AND STATISTICS,BTech-Electronics and Telecommunication Engg,SY
2021-22,2,EC20104,SIGNAL AND SYSTEMS,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC20104,SIGNAL AND SYSTEMS,BTech-Electronics Engineering,BTech
2021-22,1,EC20104,SIGNAL AND SYSTEMS,BTech-Electronics Engineering,TY
2022-23,1,EC20104,SIGNAL AND SYSTEMS,BTech-Electronics and Telecommunication Engg,SY
2021-22,2,EC20105,DIGITAL ELECTRONICS,BTech-Electronics and Telecommunication Engg,SY
2022-23,1,EC20105,DIGITAL ELECTRONICS,BTech-Electronics Engineering,SY
2022-23,2,EC20105,DIGITAL ELECTRONICS,BTech-Electronics Engineering,SY
2021-22,2,EC20106,DATA STRUCTURE AND ALGORITHMS,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC20106,DATA STRUCTURE AND ALGORITHMS,BTech-Electronics Engineering,BTech
2022-23,1,EC20106,DATA STRUCTURE AND ALGORITHMS,BTech-Electronics Engineering,SY
2022-23,2,EC20106,DATA STRUCTURE AND ALGORITHMS,BTech-Electronics Engineering,SY
2021-22,2,EC20107,NETWORKS AND LINES,BTech-Electronics and Telecommunication Engg,SY
2022-23,1,EC20107,NETWORKS AND LINES,BTech-Electronics and Telecommunication Engg,SY
2022-23,2,EC20107,NETWORKS AND LINES,BTech-Electronics and Telecommunication Engg,SY
2021-22,2,EC21101,CONTROL SYSTEMS,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC21101,CONTROL SYSTEMS,BTech-Electronics Engineering,BTech
2022-23,2,EC21101,CONTROL SYSTEMS,BTech-Electronics and Telecommunication Engg,SY
2021-22,2,EC30101,MICROCONTROLLER & APPLICATIONS,BTech-Electronics and Telecommunication Engg,TY
2021-22,1,EC30101,MICROCONTROLLER & APPLICATIONS,BTech-Electronics Engineering,BTech
2021-22,1,EC30103,DIGITAL SIGNAL PROCESSING,BTech-Electronics Engineering,BTech
2021-22,1,EC26101,COMPUTER ARCHITECTURE AND OPERATING SYSTEM,BTech-Electronics Engineering,BTech
2021-22,1,EC40103,CODING & DATA COMPRESSION,BTech-Electronics Engineering,BTech
2021-22,1,EC40101,ELECTRONIC CIRCUIT DESIGN,BTech-Electronics Engineering,BTech
2021-22,2,EC40105,WIRELESS COMMUNICATION,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,EC40105,WIRELESS COMMUNICATION,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,EC42107,MICROWAVE ENGINEERING,BTech-Electronics Engineering,BTech
2021-22,2,HS10101,ADVANCE ALGEBRA AND ANALYTICAL GEOMETRY,BTech-Industrial Engineering,SY
2021-22,1,HS10101,ADVANCE ALGEBRA AND ANALYTICAL GEOMETRY,BTech-Chemical Engineering,BTech
2021-22,1,HS10101,ADVANCE ALGEBRA AND ANALYTICAL GEOMETRY,BTech-Information Technology,BTech
2021-22,1,HS10101,ADVANCE ALGEBRA AND ANALYTICAL GEOMETRY,BTech-Mechanical Engineering,BTech
2021-22,2,HS10102,DIFFERENTIAL AND INTEGRAL CALCULUS,BTech-Chemical Engineering,SY
2021-22,1,HS10102,DIFFERENTIAL AND INTEGRAL CALCULUS,BTech-Chemical Engineering,BTech
2021-22,1,HS10102,DIFFERENTIAL AND INTEGRAL CALCULUS,BTech-Information Technology,BTech
2021-22,1,HS10102,DIFFERENTIAL AND INTEGRAL CALCULUS,BTech-Electronics Engineering,BTech
2021-22,2,HS10103,MODERN PHYSICS,BTech-Production Engineering,SY
2021-22,1,HS10103,MODERN PHYSICS,BTech-Information Technology,BTech
2021-22,2,HS10104,ENGINEERING MECHANICS,BTech-Production Engineering,SY
2021-22,1,HS10104,ENGINEERING MECHANICS,BTech-Information Technology,BTech
2021-22,1,HS10106,ELECTRICAL TECHNOLOGY,BTech-Information Technology,BTech
2021-22,1,HS351TH,QUANTITATIVE APTITUDE-1,BTech-Computer Engineering,BTech
2022-23,1,HS351TH,QUANTITATIVE APTITUDE-1,BTech-Mechanical Engineering,TY
2021-22,2,IP301TLP,OPTIMIZATION AND SIMULATION,BTech-Industrial Engineering,BTech
2022-23,2,IP301TLP,OPTIMIZATION AND SIMULATION,BTech-Industrial Engineering,BTech
2021-22,2,IP327THL,MATERIAL MANAGEMENT AND LOGISTICS,BTech-Industrial Engineering,BTech
2021-22,2,ME20102,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,SY
2021-22,1,ME20102,STRENGTH OF MACHINE ELEMENTS,BTech-Mechanical Engineering,BTech
2021-22,2,ME20103,KINEMATICS AND MECHANISMS,BTech-Mechanical Engineering,SY
2021-22,1,ME20103,KINEMATICS AND MECHANISMS,BTech-Mechanical Engineering,BTech
2021-22,1,ME20103,KINEMATICS AND MECHANISMS,BTech-Information Technology,BTech
2021-22,2,ME20111,THERMAL ENGINEERING,BTech-Mechanical Engineering,SY
2021-22,2,ME20108,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,1,ME20108,FLUID MECHANICS,BTech-Mechanical Engineering,BTech
2021-22,2,ME30106,FLUID MACHINERY AND FLUID POWER ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,1,ME30106,FLUID MACHINERY AND FLUID POWER ENGINEERING,BTech-Information Technology,BTech
2021-22,1,ME30107,HEAT TRANSFER,BTech-Information Technology,BTech
2021-22,1,ME30111,MECHANICAL DESIGN,BTech-Information Technology,BTech
2021-22,1,ME30114,THEORY OF MACHINES,BTech-Information Technology,BTech
2021-22,2,ME30112,DESIGN OF MACHINE ELEMENTS,BTech-Mechanical Engineering,TY
2021-22,1,ME30112,DESIGN OF MACHINE ELEMENTS,BTech-Information Technology,BTech
2022-23,Summer,ME301THL,INTERNAL COMBUSTION ENGINE,BTech-Mechanical Engineering,TY
2023-24,1,ME301THL,INTERNAL COMBUSTION ENGINE,BTech-Mechanical Engineering,TY
2023-24,2,ME301THL,INTERNAL COMBUSTION ENGINE,BTech-Mechanical Engineering,TY
2021-22,2,ME308THL,THEORY OF MACHINES,BTech-Mechanical Engineering,TY
2022-23,1,ME308THL,THEORY OF MACHINES,BTech-Mechanical Engineering,TY
2022-23,2,ME308THL,THEORY OF MACHINES,BTech-Mechanical Engineering,TY
2021-22,1,ME31105,METROLOGY AND MEASUREMENT TECHNIQUES,BTech-Information Technology,BTech
2022-23,Summer,ME311TH,PRODUCTION TECHNOLOGY,BTech-Mechanical Engineering,TY
2023-24,1,ME311TH,PRODUCTION TECHNOLOGY,BTech-Mechanical Engineering,TY
2023-24,2,ME311TH,PRODUCTION TECHNOLOGY,BTech-Mechanical Engineering,TY
2022-23,2,ME304THP,MECHATRONICS,BTech-Mechanical Engineering,TY
2022-23,1,ME305TH,PRODUCTION METALLURGY,BTech-Mechanical Engineering,TY
2021-22,2,ME310THL,HEAT TRANSFER,BTech-Mechanical Engineering,TY
2021-22,2,ME42102,FINITE ELEMENT METHOD,BTech-Mechanical Engineering,BTech
2021-22,1,ME42104,OPTIMIZATION TECHNIQUES,BTech-Information Technology,BTech
2021-22,2,ES103THL,ELECTRICAL ENGINEERING,BTech-Instrumentation and Control Engineering,SY
2022-23,1,ES103THL,ELECTRICAL ENGINEERING,BTech-Mechanical Engineering,FY
2022-23,2,ES103THL,ELECTRICAL ENGINEERING,BTech-Mechanical Engineering,FY
2021-22,1,CS27402,MINI PROJECT,BTech-Information Technology,BTech
2022-23,2,EC21302,ELECTRONIC INSTRUMENTATION AND MEASUREMENT,BTech-Electronics Engineering,SY
2021-22,1,CH20102,CHEMICAL ENGINEERING THERMODYNAMICS,BTech-Chemical Engineering,BTech
2021-22,1,CH20104,HEAT TRANSFER,BTech-Chemical Engineering,BTech
2021-22,1,CH20105,PHYSICAL AND INORGANIC CHEMISTRY,BTech-Chemical Engineering,BTech
2021-22,2,EC21103,ELECTRONIC INSTRUMENTATION AND MEASUREMENT,BTech-Electronics and Telecommunication Engg,SY
2022-23,1,EC21103,ELECTRONIC INSTRUMENTATION AND MEASUREMENT,BTech-Electronics Engineering,SY
2022-23,Summer,EC21103,ELECTRONIC INSTRUMENTATION AND MEASUREMENT,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,CH21102,DIFFERENTIAL EQUATIONS,BTech-Chemical Engineering,BTech
2021-22,2,HS252TH,COSTING & COST CONTROL,BTech-Instrumentation and Control Engineering,SY
2022-23,1,HS252TH,COSTING & COST CONTROL,BTech-Mechanical Engineering,SY
2022-23,2,HS252TH,COSTING & COST CONTROL,BTech-Computer Engineering,SY
2022-23,1,ME152THL,ENGINEERING GRAPHICS,BTech-Mechanical Engineering,FY
2021-22,1,HS10108,ELECTRICAL ENGINEERING FUNDAMENTALS,BTech-Electronics Engineering,BTech
2021-22,1,ME10101,ENGINEERING GRAPHICS,BTech-Information Technology,BTech
2021-22,1,ME10101,ENGINEERING GRAPHICS,BTech-Mechanical Engineering,BTech
2021-22,2,IC201THP,SIGNAL AND SYSTEMS,BTech-Instrumentation and Control Engineering,SY
2022-23,Summer,IC201THP,SIGNAL AND SYSTEMS,BTech-Instrumentation and Control Engineering,SY
2023-24,1,IC202THP,PROCESS MEASUREMENTS,BTech-Instrumentation and Control Engineering,SY
2023-24,1,IC203THP,MECHANICAL MEASUREMENTS,BTech-Instrumentation and Control Engineering,SY
2022-23,Summer,IC205THP,CONTROL SYSTEMS,BTech-Instrumentation and Control Engineering,SY
2021-22,2,IC207THP,ANALOG CIRCUITS,BTech-Instrumentation and Control Engineering,SY
2022-23,1,IC207THP,ANALOG CIRCUITS,BTech-Instrumentation and Control Engineering,SY
2022-23,2,IC207THP,ANALOG CIRCUITS,BTech-Instrumentation and Control Engineering,SY
2021-22,1,CS20401,COMPREHENSIVE VIVA VOCE,BTech-Information Technology,BTech
2021-22,1,CS20402,COMPREHENSIVE VIVA VOCE,BTech-Information Technology,BTech
2021-22,1,EC20401,COMPREHENSIVE VIVA VOCE,BTech-Electronics Engineering,BTech
2022-23,Summer,EC20401,COMPREHENSIVE VIVA VOCE,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,EC20402,COMPREHENSIVE VIVA VOCE,BTech-Electronics Engineering,TY
2022-23,Summer,EC20402,COMPREHENSIVE VIVA VOCE,BTech-Electronics and Telecommunication Engg,SY
2021-22,1,CS24303,C#.NET,BTech-Information Technology,BTech
2021-22,1,CS27401,MINI PROJECT,BTech-Information Technology,BTech
2021-22,1,CS3095,SEMINAR,BTech-Computer Engineering,BTech
2021-22,2,CS3095,SEMINAR,BTech-Computer Engineering,TY
2022-23,2,EL3075,SEMINAR,BTech-Electronics Engineering,TY
2021-22,Summer,IC3011,ENGINEERING DESIGN & DEVELOPMENT -I,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,IP280LAB,COMPUTER GRAPHICS,BTech-Production Engineering,BTech
2021-22,1,CS20305,PRINCIPLES OF PROGRAMMING LANGUAGES,BTech-Information Technology,BTech
2021-22,1,HS20108,TECHNICAL WRITING,BTech-Information Technology,BTech
2021-22,1,HS20108,TECHNICAL WRITING,BTech-Electronics Engineering,TY
2022-23,2,HS20108,TECHNICAL WRITING,BTech-Mechanical Engineering,SY
2021-22,2,ME20308,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,Summer,ME20308,FLUID MECHANICS,BTech-Mechanical Engineering,SY
2021-22,Summer,ME21320,ELECTRICAL AND ELECTRONICS ENGINEERING,BTech-Mechanical Engineering,SY
2021-22,1,CH20101,PROCESS CALCULATIONS,BTech-Chemical Engineering,BTech
2021-22,1,CH20103,FLUID-FLOW OPERATIONS,BTech-Chemical Engineering,BTech
2021-22,1,CH20106,ORGANIC CHEMISTRY,BTech-Chemical Engineering,BTech
