AY,SEM,Course Code,course Name,Program,Year
2022-23,1,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2021-22,Summer,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2022-23,2,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2023-24,1,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2022-23,Summer,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2023-24,2,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2024-25,1,CH4289,MAJOR PROJECT,BTech-Chemical Engineering,BTech
2021-22,1,CH4291,RESEARCH INTERNSHIP,BTech-Chemical Engineering,BTech
2022-23,1,CH4291,RESEARCH INTERNSHIP,BTech-Chemical Engineering,BTech
2023-24,1,CH4291,RESEARCH INTERNSHIP,BTech-Chemical Engineering,BTech
2024-25,1,CH4291,RESEARCH INTERNSHIP,BTech-Chemical Engineering,BTech
2022-23,1,CH4292,PROJECT INTERNSHIP,BTech-Chemical Engineering,BTech
2021-22,1,CH4293,INDUSTRY INTERNSHIP,BTech-Chemical Engineering,BTech
2022-23,1,CH4293,INDUSTRY INTERNSHIP,BTech-Chemical Engineering,BTech
2023-24,1,CH4293,INDUSTRY INTERNSHIP,BTech-Chemical Engineering,BTech
2024-25,1,CH4293,INDUSTRY INTERNSHIP,BTech-Chemical Engineering,BTech
2023-24,1,CH4294,INTERNATIONAL INTERNSHIP,BTech-Chemical Engineering,BTech
2023-24,2,CH3205,PROCESS EQUIPMENT DESIGN,BTech-Chemical Engineering,TY
2024-25,1,CH3205,PROCESS EQUIPMENT DESIGN,BTech-Chemical Engineering,TY
2024-25,1,CH3207,MODELING AND SIMULATIONS,BTech-Chemical Engineering,TY
2023-24,2,CH3281,ENGINEERING DESIGN AND INNOVATION - III,BTech-Chemical Engineering,TY
2024-25,1,CH3281,ENGINEERING DESIGN AND INNOVATION - III,BTech-Chemical Engineering,TY
2021-22,1,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2021-22,1,ME4251,CAD/CAM/CAE,BTech-Industrial Engineering,BTech
2021-22,2,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2021-22,2,ME4251,CAD/CAM/CAE,BTech-Production Engineering,BTech
2022-23,1,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2022-23,2,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2023-24,1,ME4251,CAD/CAM/CAE,BTech-Production Engineering,BTech
2023-24,1,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2023-24,2,ME4251,CAD/CAM/CAE,BTech-Production Engineering,BTech
2023-24,2,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2024-25,1,ME4251,CAD/CAM/CAE,BTech-Mechanical Engineering,BTech
2021-22,1,ME4280,COMPUTATIONAL FLUID DYNAMICS,BTech-Mechanical Engineering,BTech
2022-23,1,ME4280,COMPUTATIONAL FLUID DYNAMICS,BTech-Industrial Engineering,BTech
2022-23,1,ME4280,COMPUTATIONAL FLUID DYNAMICS,BTech-Mechanical Engineering,BTech
2022-23,2,ME4280,COMPUTATIONAL FLUID DYNAMICS,BTech-Mechanical Engineering,BTech
2022-23,2,ME4280,COMPUTATIONAL FLUID DYNAMICS,BTech-Production Engineering,BTech
2021-22,1,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2021-22,1,ME4253,VIBRATION ANALYSIS,BTech-Production Engineering,BTech
2022-23,1,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2022-23,2,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2022-23,2,ME4253,VIBRATION ANALYSIS,BTech-Production Engineering,BTech
2022-23,Summer,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2023-24,1,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2023-24,2,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2024-25,1,ME4253,VIBRATION ANALYSIS,BTech-Mechanical Engineering,BTech
2021-22,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2021-22,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Production Engineering,BTech
2021-22,2,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2021-22,2,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Production Engineering,BTech
2022-23,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2022-23,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Production Engineering,BTech
2021-22,Summer,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2022-23,2,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2023-24,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2023-24,2,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Production Engineering,BTech
2023-24,2,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2024-25,1,ME4254,REFRIGERATION AND AIR CONDITIONING,BTech-Mechanical Engineering,BTech
2021-22,1,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2022-23,1,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2021-22,Summer,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2022-23,2,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2023-24,1,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2022-23,Summer,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2023-24,2,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2024-25,1,ME4255,MAJOR PROJECT,BTech-Mechanical Engineering,BTech
2022-23,1,ME4273,RESEARCH INTERNSHIP,BTech-Mechanical Engineering,BTech
2023-24,1,ME4273,RESEARCH INTERNSHIP,BTech-Mechanical Engineering,BTech
2024-25,1,ME4273,RESEARCH INTERNSHIP,BTech-Mechanical Engineering,BTech
2021-22,1,ME4275,PROJECT INTERNSHIP,BTech-Mechanical Engineering,BTech
2022-23,1,ME4275,PROJECT INTERNSHIP,BTech-Mechanical Engineering,BTech
2023-24,1,ME4275,PROJECT INTERNSHIP,BTech-Mechanical Engineering,BTech
2024-25,1,ME4275,PROJECT INTERNSHIP,BTech-Mechanical Engineering,BTech
2021-22,1,ME4277,INTERNATIONAL INTERNSHIP,BTech-Mechanical Engineering,BTech
2022-23,1,ME4277,INTERNATIONAL INTERNSHIP,BTech-Mechanical Engineering,BTech
2023-24,1,ME4277,INTERNATIONAL INTERNSHIP,BTech-Mechanical Engineering,BTech
2021-22,Summer,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2021-22,1,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2021-22,2,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2022-23,1,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2022-23,2,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2023-24,1,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2022-23,Summer,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2023-24,2,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2024-25,1,ME3253,HYDRAULIC MACHINES AND FLUID POWER,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2021-22,1,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2021-22,2,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2022-23,1,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2022-23,2,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2023-24,1,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2022-23,Summer,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2023-24,2,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2024-25,1,ME3262,DYNAMICS OF MACHINES,BTech-Mechanical Engineering,TY
2021-22,2,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2022-23,1,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2022-23,2,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2023-24,1,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2023-24,2,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2024-25,1,ME3263,HYBRID AND ELECTRIC VEHICLES,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2021-22,1,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2021-22,2,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2022-23,1,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2022-23,2,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2023-24,1,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2022-23,Summer,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2023-24,2,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2024-25,1,ME3254,MECHATRONICS,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,1,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,2,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2022-23,1,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2022-23,2,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2023-24,1,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2023-24,2,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2024-25,1,ME3266,APPLIED THERMAL ENGINEERING,BTech-Mechanical Engineering,TY
2021-22,1,ME3268,METROLOGY AND QUALITY CONTROL,BTech-Mechanical Engineering,TY
2021-22,2,ME3268,METROLOGY AND QUALITY CONTROL,BTech-Mechanical Engineering,TY
2021-22,Summer,ME3264,MODELING & SIMULATION OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,TY
2021-22,1,ME3264,MODELING & SIMULATION OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,TY
2021-22,2,ME3264,MODELING & SIMULATION OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,TY
2022-23,2,ME3264,MODELING & SIMULATION OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,TY
2023-24,2,ME3264,MODELING & SIMULATION OF MECHANICAL SYSTEMS,BTech-Mechanical Engineering,TY
2021-22,1,ET4205,INDUSTRIAL AUTOMATION,BTech-Electronics Engineering,BTech
2021-22,1,ET4205,INDUSTRIAL AUTOMATION,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Information Technology,BTech
2021-22,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Computer Engineering,BTech
2021-22,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics Engineering,BTech
2021-22,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Computer Engineering,BTech
2021-22,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Information Technology,BTech
2021-22,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics Engineering,BTech
2022-23,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Computer Engineering,BTech
2022-23,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2022-23,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Information Technology,BTech
2022-23,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics Engineering,BTech
2022-23,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2022-23,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Computer Engineering,BTech
2023-24,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2023-24,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2023-24,1,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Artificial Intelligence and Data Science,BTech
2023-24,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Instrumentation and Control Engineering,BTech
2023-24,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Electronics and Telecommunication Engg,BTech
2023-24,2,ET4230,NATURAL LANGUAGE PROCESSING,BTech-Artificial Intelligence and Data Science,BTech
2021-22,1,ET4241,ADVANCED COMMUNICATION ENGINEERING,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,ET4241,ADVANCED COMMUNICATION ENGINEERING,BTech-Electronics Engineering,BTech
2021-22,2,ET4241,ADVANCED COMMUNICATION ENGINEERING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,ET4241,ADVANCED COMMUNICATION ENGINEERING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,ET4241,ADVANCED COMMUNICATION ENGINEERING,BTech-Electronics Engineering,BTech
2021-22,1,ET4232,DEEP LEARNING,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,ET4232,DEEP LEARNING,BTech-Computer Engineering,BTech
2021-22,1,ET4232,DEEP LEARNING,BTech-Electronics Engineering,BTech
2021-22,1,ET4232,DEEP LEARNING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,ET4232,DEEP LEARNING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,ET4232,DEEP LEARNING,BTech-Computer Engineering,BTech
2021-22,2,ET4232,DEEP LEARNING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,ET4232,DEEP LEARNING,BTech-Electronics Engineering,BTech
2022-23,1,ET4232,DEEP LEARNING,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,ET4232,DEEP LEARNING,BTech-Instrumentation and Control Engineering,BTech
2022-23,1,ET4232,DEEP LEARNING,BTech-Computer Engineering,BTech
2022-23,1,ET4232,DEEP LEARNING,BTech-Electronics Engineering,BTech
2022-23,2,ET4232,DEEP LEARNING,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,ET4232,DEEP LEARNING,BTech-Electronics Engineering,BTech
2023-24,1,ET4232,DEEP LEARNING,BTech-Electronics and Telecommunication Engg,BTech
2023-24,2,ET4232,DEEP LEARNING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,ET4244,CMOS RF INTEGRATED CIRCUITS,BTech-Electronics Engineering,BTech
2021-22,2,ET4244,CMOS RF INTEGRATED CIRCUITS,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,ET4244,CMOS RF INTEGRATED CIRCUITS,BTech-Electronics Engineering,BTech
2022-23,1,ET4207,MAJOR PROJECT,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,ET4207,MAJOR PROJECT,BTech-Electronics Engineering,BTech
2023-24,1,ET4207,MAJOR PROJECT,BTech-Electronics and Telecommunication Engg,BTech
2022-23,Summer,ET4207,MAJOR PROJECT,BTech-Electronics Engineering,BTech
2024-25,1,ET4207,MAJOR PROJECT,BTech-Electronics and Telecommunication Engg,BTech
2024-25,1,ET4207,MAJOR PROJECT,BTech-Electronics Engineering,BTech
2023-24,1,ET4222,RESEARCH INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2024-25,1,ET4222,RESEARCH INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,ET4251,INDUSTRY INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2022-23,2,ET4251,INDUSTRY INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2023-24,1,ET4251,INDUSTRY INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2024-25,1,ET4251,INDUSTRY INTERNSHIP,BTech-Electronics and Telecommunication Engg,BTech
2021-22,1,CS4201,CLOUD COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,CS4201,CLOUD COMPUTING,BTech-Computer Engineering,BTech
2021-22,1,CS4201,CLOUD COMPUTING,BTech-Electronics Engineering,BTech
2021-22,1,CS4201,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,CS4201,CLOUD COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,CS4201,CLOUD COMPUTING,BTech-Computer Engineering,BTech
2021-22,2,CS4201,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,CS4201,CLOUD COMPUTING,BTech-Electronics Engineering,BTech
2022-23,1,CS4201,CLOUD COMPUTING,BTech-Computer Engineering,BTech
2022-23,1,CS4201,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,CS4201,CLOUD COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,CS4201,CLOUD COMPUTING,BTech-Electronics and Telecommunication Engg,BTech
2022-23,2,CS4201,CLOUD COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,CS4201,CLOUD COMPUTING,BTech-Computer Engineering,BTech
2021-22,1,CS4209,PARALLEL COMPUTING,BTech-Information Technology,BTech
2021-22,1,CS4209,PARALLEL COMPUTING,BTech-Computer Engineering,BTech
2021-22,2,CS4209,PARALLEL COMPUTING,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,CS4209,PARALLEL COMPUTING,BTech-Computer Engineering,BTech
2021-22,2,CS4209,PARALLEL COMPUTING,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,CS4209,PARALLEL COMPUTING,BTech-Electronics Engineering,BTech
2021-22,Summer,ME3293,ENGINEERING DESIGN AND INNOVATION - V,BTech-Mechanical Engineering,TY
2021-22,1,ME3293,ENGINEERING DESIGN AND INNOVATION - V,BTech-Mechanical Engineering,TY
2021-22,2,ME3293,ENGINEERING DESIGN AND INNOVATION - V,BTech-Mechanical Engineering,TY
2022-23,2,ME3293,ENGINEERING DESIGN AND INNOVATION - V,BTech-Mechanical Engineering,TY
2024-25,1,ME3293,ENGINEERING DESIGN AND INNOVATION - V,BTech-Mechanical Engineering,TY
2021-22,1,EL3202,DIGITAL SIGNAL PROCESSING,BTech-Electronics Engineering,TY
2021-22,2,EL3202,DIGITAL SIGNAL PROCESSING,BTech-Electronics Engineering,TY
2021-22,2,EL3201,EMBEDDED SYSTEM DESIGN,BTech-Electronics Engineering,TY
2021-22,1,EL3209,INTERNET OF THINGS,BTech-Electronics Engineering,TY
2021-22,2,EL3209,INTERNET OF THINGS,BTech-Electronics Engineering,TY
2021-22,Summer,EL3237,SOFTWARE DEVELOPMENT PROJECT - I,BTech-Electronics Engineering,TY
2021-22,2,EL3238,ENGINEERING DESIGN AND INNOVATION - III,BTech-Electronics Engineering,TY
2022-23,Summer,EL3238,ENGINEERING DESIGN AND INNOVATION - III,BTech-Electronics Engineering,TY
2021-22,1,IT4205,MAJOR PROJECT,BTech-Information Technology,BTech
2022-23,1,IT4205,MAJOR PROJECT,BTech-Information Technology,BTech
2022-23,2,IT4205,MAJOR PROJECT,BTech-Information Technology,BTech
2023-24,1,IT4205,MAJOR PROJECT,BTech-Information Technology,BTech
2024-25,1,IT4205,MAJOR PROJECT,BTech-Information Technology,BTech
2021-22,2,IT4207,MAJOR PROJECT,BTech-Information Technology,BTech
2021-22,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Information Technology,BTech
2021-22,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2021-22,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics Engineering,BTech
2021-22,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2021-22,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2021-22,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics and Telecommunication Engg,BTech
2021-22,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics Engineering,BTech
2022-23,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2022-23,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2022-23,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2023-24,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2023-24,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Electronics and Telecommunication Engg,BTech
2023-24,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2023-24,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Artificial Intelligence and Data Science,BTech
2023-24,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2023-24,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Instrumentation and Control Engineering,BTech
2023-24,2,CS4217,HUMAN COMPUTER INTERACTION,BTech-Artificial Intelligence and Data Science,BTech
2024-25,1,CS4217,HUMAN COMPUTER INTERACTION,BTech-Computer Engineering,BTech
2021-22,1,CS4219,INTERNET OF THINGS,BTech-Computer Engineering,BTech
2021-22,2,CS4219,INTERNET OF THINGS,BTech-Computer Engineering,BTech
2022-23,1,CS4219,INTERNET OF THINGS,BTech-Electronics and Telecommunication Engg,BTech
2022-23,1,CS4219,INTERNET OF THINGS,BTech-Computer Engineering,BTech
2021-22,1,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2021-22,2,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2022-23,1,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2022-23,2,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2023-24,1,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2024-25,1,CS4225,MAJOR PROJECT,BTech-Computer Engineering,BTech
2021-22,1,CS4202,RESEARCH INTERNSHIP,BTech-Computer Engineering,BTech
2022-23,1,CS4202,RESEARCH INTERNSHIP,BTech-Computer Engineering,BTech
2022-23,2,CS4202,RESEARCH INTERNSHIP,BTech-Computer Engineering,BTech
2023-24,1,CS4202,RESEARCH INTERNSHIP,BTech-Computer Engineering,BTech
2021-22,1,CS4232,INDUSTRY INTERNSHIP,BTech-Computer Engineering,BTech
2022-23,1,CS4232,INDUSTRY INTERNSHIP,BTech-Computer Engineering,BTech
2023-24,1,CS4232,INDUSTRY INTERNSHIP,BTech-Computer Engineering,BTech
2021-22,1,CS4234,INTERNATIONAL INTERNSHIP,BTech-Computer Engineering,BTech
2022-23,1,CS4234,INTERNATIONAL INTERNSHIP,BTech-Computer Engineering,BTech
2021-22,2,CS3201,COMPUTER NETWORK TECHNOLOGY,BTech-Computer Engineering,TY
2021-22,1,CS3203,SYSTEM SOFTWARE,BTech-Computer Engineering,TY
2021-22,2,CS3203,SYSTEM SOFTWARE,BTech-Computer Engineering,TY
2023-24,2,CS3203,SYSTEM SOFTWARE,BTech-Computer Engineering,TY
2021-22,1,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2021-22,2,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2022-23,1,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2022-23,2,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2023-24,1,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2023-24,2,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2024-25,1,CS3205,DESIGN AND ANALYSIS OF ALGORITHMS,BTech-Computer Engineering,TY
2021-22,Summer,CS3207,COMPILER DESIGN,BTech-Computer Engineering,TY
2021-22,1,CS3207,COMPILER DESIGN,BTech-Computer Engineering,TY
2021-22,2,CS3207,COMPILER DESIGN,BTech-Computer Engineering,TY
2021-22,Summer,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2021-22,1,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2021-22,2,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2022-23,1,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2022-23,2,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2023-24,1,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2023-24,2,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2024-25,1,CS3202,ARTIFICIAL INTELLIGENCE,BTech-Computer Engineering,TY
2021-22,2,CS3204,AUTOMATED SOFTWARE ENGINEERING,BTech-Computer Engineering,TY
2021-22,2,CS3206,DATA SCIENCE,BTech-Computer Engineering,TY
2021-22,2,CS3208,CYBER SECURITY,BTech-Computer Engineering,TY
2021-22,1,IC4211,INDUSTRY INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2022-23,1,IC4211,INDUSTRY INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2023-24,1,IC4211,INDUSTRY INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2024-25,1,IC4211,INDUSTRY INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,IC4226,RESEARCH INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2024-25,1,IC4226,RESEARCH INTERNSHIP,BTech-Instrumentation and Control Engineering,BTech
2021-22,1,ME4202,COMPUTER INTEGRATED MANUFACTURING,BTech-Mechanical Engineering,BTech
2021-22,1,ME4202,COMPUTER INTEGRATED MANUFACTURING,BTech-Production Engineering,BTech
2021-22,1,ME4202,COMPUTER INTEGRATED MANUFACTURING,BTech-Industrial Engineering,BTech
